,account_name,channel,like,love,wow,haha,sad,angry,comment,share,engagement,favorite,retweet,share_on_facebook,dislike
1915,S I R I,facebook,113247.0,6214.0,313.0,216.0,11.0,4.0,5331.0,10783.0,136119,0.0,0.0,0.0,0.0
960,HealthyChill เฮลตี้สายชิล,facebook,114692.0,6283.0,780.0,321.0,8.0,6.0,4935.0,8527.0,135552,0.0,0.0,0.0,0.0
3198,ครูนกเล็ก,facebook,113404.0,2342.0,148.0,632.0,39.0,40.0,2199.0,16707.0,135511,0.0,0.0,0.0,0.0
2892,ppfitlife,instagram,132248.0,0.0,0.0,0.0,0.0,0.0,3196.0,0.0,135444,0.0,0.0,0.0,0.0
4051,อวยไส้แตกแหกไส้ฉีก,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135367,18672.0,116695.0,0.0,0.0
264,Beauty Mouthsy,youtube,120040.0,0.0,0.0,0.0,0.0,0.0,9924.0,0.0,135139,0.0,0.0,1826.0,3349.0
1391,Maxed Out Style,instagram,133397.0,0.0,0.0,0.0,0.0,0.0,1180.0,0.0,134577,0.0,0.0,0.0,0.0
1668,Outdoor Ch,youtube,114575.0,0.0,0.0,0.0,0.0,0.0,13450.0,0.0,134491,0.0,0.0,2099.0,4367.0
2616,gynegene,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134075,37288.0,96787.0,0.0,0.0
464,Cony Cry,youtube,107218.0,0.0,0.0,0.0,0.0,0.0,16596.0,0.0,133950,0.0,0.0,6538.0,3598.0
3230,คุณชายรีวิวหนังสือ,facebook,92514.0,3667.0,902.0,2284.0,77.0,1.0,27835.0,5566.0,132846,0.0,0.0,0.0,0.0
2200,Than Money Trick,youtube,114639.0,0.0,0.0,0.0,0.0,0.0,9557.0,0.0,132768,0.0,0.0,7072.0,1500.0
1791,Playpost,facebook,108016.0,4328.0,695.0,3510.0,343.0,37.0,3193.0,12644.0,132766,0.0,0.0,0.0,0.0
3295,ชะนีมีกล้าม,facebook,111611.0,9644.0,1511.0,727.0,37.0,7.0,3826.0,5029.0,132392,0.0,0.0,0.0,0.0
3800,ลุงเด้ง ป้าไก่ กิน เที่ยว ทั่วโลก,facebook,100413.0,2429.0,1153.0,68.0,122.0,9.0,11861.0,15708.0,131763,0.0,0.0,0.0,0.0
3314,ชี้หุ้นรวย หุ้นเด่น สำหรับนักลงทุนทุกคน,facebook,127441.0,348.0,322.0,132.0,27.0,3.0,959.0,2249.0,131481,0.0,0.0,0.0,0.0
211,BaanBigbike.com,facebook,114211.0,2479.0,1070.0,49.0,19.0,2.0,2014.0,11302.0,131146,0.0,0.0,0.0,0.0
4080,อาชิ อาชิตา ศิริภิญญานนท์,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130507,66210.0,64297.0,0.0,0.0
3791,ลิค,youtube,116920.0,0.0,0.0,0.0,0.0,0.0,9144.0,0.0,130454,0.0,0.0,1542.0,2848.0
898,Goothai ท่องเที่ยวไทย  ไปทั่วโลก,facebook,100860.0,1289.0,542.0,214.0,61.0,4.0,7807.0,19177.0,129954,0.0,0.0,0.0,0.0
905,GrCraft,youtube,117672.0,0.0,0.0,0.0,0.0,0.0,7441.0,0.0,129948,0.0,0.0,107.0,4728.0
1501,Moto Story,youtube,106796.0,0.0,0.0,0.0,0.0,0.0,18565.0,0.0,129914,0.0,0.0,2469.0,2084.0
3275,จับหนังมารีวิว,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129855,21878.0,107977.0,0.0,0.0
2895,prang_supissara,instagram,127792.0,0.0,0.0,0.0,0.0,0.0,1517.0,0.0,129309,0.0,0.0,0.0,0.0
2168,Tfex around the world V.2,facebook,109957.0,4715.0,1429.0,1559.0,151.0,17.0,8276.0,2867.0,128971,0.0,0.0,0.0,0.0
3843,วิศวกรรีพอร์ต,facebook,81811.0,1131.0,584.0,504.0,9.0,7.0,4654.0,40159.0,128859,0.0,0.0,0.0,0.0
3407,"ทำกำไรหุ้นด้วย ""ราคา&วอลลุ่ม"" by PV Trader",facebook,100436.0,4371.0,591.0,1159.0,274.0,266.0,11108.0,10648.0,128853,0.0,0.0,0.0,0.0
2236,The101.world,instagram,128553.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,128823,0.0,0.0,0.0,0.0
616,Earthpynn,facebook,102649.0,1747.0,255.0,164.0,29.0,0.0,4723.0,18712.0,128279,0.0,0.0,0.0,0.0
1861,ReReef,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127505,16175.0,111330.0,0.0,0.0
3903,สัตว์ : สิทธิและโอกาส - Thailand Animal Rights Alliance.,facebook,31325.0,5518.0,152.0,39.0,22429.0,14261.0,8947.0,44432.0,127103,0.0,0.0,0.0,0.0
1912,Ryota,facebook,98849.0,17989.0,291.0,4642.0,14.0,1.0,2891.0,1777.0,126454,0.0,0.0,0.0,0.0
2955,taeholic_v,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126106,94156.0,31950.0,0.0,0.0
555,Doctor Runner - วิ่งดิหมอ,facebook,87439.0,3372.0,2967.0,6875.0,873.0,5.0,11249.0,13287.0,126067,0.0,0.0,0.0,0.0
1794,Pleasehealth Books,facebook,90646.0,2011.0,825.0,376.0,205.0,3.0,2217.0,29710.0,125993,0.0,0.0,0.0,0.0
3487,นี่แหละแฟนเรา,facebook,88450.0,2478.0,144.0,19451.0,181.0,13.0,8962.0,6158.0,125837,0.0,0.0,0.0,0.0
2542,coundsheck,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125736,51602.0,74134.0,0.0,0.0
1511,Motocross Magazine,youtube,106216.0,0.0,0.0,0.0,0.0,0.0,10228.0,0.0,125418,0.0,0.0,6375.0,2599.0
749,FiengJoy - เฟี่ยงจอย,facebook,33670.0,3883.0,544.0,4406.0,1328.0,151.0,37831.0,43291.0,125104,0.0,0.0,0.0,0.0
3253,คุยเบาหวานกับหมออาหาร,facebook,84504.0,1687.0,833.0,992.0,169.0,11.0,5180.0,30860.0,124236,0.0,0.0,0.0,0.0
2,007NN,youtube,112903.0,0.0,0.0,0.0,0.0,0.0,8438.0,0.0,124151,0.0,0.0,370.0,2440.0
2472,alexfacebkk,instagram,123045.0,0.0,0.0,0.0,0.0,0.0,1030.0,0.0,124075,0.0,0.0,0.0,0.0
1462,Misterbeam,facebook,83988.0,5497.0,1057.0,544.0,47.0,31.0,8584.0,23971.0,123719,0.0,0.0,0.0,0.0
2004,Sneak out หนีเที่ยว,youtube,98957.0,0.0,0.0,0.0,0.0,0.0,5861.0,0.0,123565,0.0,0.0,17444.0,1303.0
3442,นักรีวิวสมัครเล่น,instagram,122312.0,0.0,0.0,0.0,0.0,0.0,1052.0,0.0,123364,0.0,0.0,0.0,0.0
2254,ThxCom,facebook,92639.0,2150.0,1717.0,7304.0,161.0,39.0,14342.0,4979.0,123331,0.0,0.0,0.0,0.0
1399,Mckenz1e,facebook,108388.0,5530.0,146.0,1328.0,459.0,5.0,5456.0,1734.0,123046,0.0,0.0,0.0,0.0
446,Chujai Family,youtube,106506.0,0.0,0.0,0.0,0.0,0.0,1071.0,0.0,122968,0.0,0.0,12920.0,2471.0
2926,seburan,facebook,86940.0,23240.0,391.0,111.0,11.0,0.0,717.0,11345.0,122755,0.0,0.0,0.0,0.0
343,BottomLiner - บทสรุปการลงทุน,facebook,103134.0,401.0,816.0,1384.0,417.0,28.0,2962.0,13535.0,122677,0.0,0.0,0.0,0.0
2239,TheLovelyAir.com,facebook,102331.0,3372.0,632.0,474.0,368.0,167.0,3826.0,11254.0,122424,0.0,0.0,0.0,0.0
4527,ไปไหนดี,instagram,121907.0,0.0,0.0,0.0,0.0,0.0,429.0,0.0,122336,0.0,0.0,0.0,0.0
4513,ไปเที่ยวกัน GoThaitogether,facebook,88823.0,3793.0,856.0,5851.0,1881.0,153.0,4857.0,15728.0,121942,0.0,0.0,0.0,0.0
1711,PRIMKUNG,instagram,120791.0,0.0,0.0,0.0,0.0,0.0,931.0,0.0,121722,0.0,0.0,0.0,0.0
2611,grich_make_up,instagram,119472.0,0.0,0.0,0.0,0.0,0.0,2224.0,0.0,121696,0.0,0.0,0.0,0.0
90,AeBong,facebook,101794.0,5065.0,900.0,1250.0,30.0,8.0,4043.0,7522.0,120612,0.0,0.0,0.0,0.0
3546,บ้านและสวน ทีวี,facebook,98858.0,2021.0,347.0,59.0,12.0,36.0,1639.0,17507.0,120479,0.0,0.0,0.0,0.0
3579,ป๊อบ ปิยนุช จิตตินันทน์,youtube,108279.0,0.0,0.0,0.0,0.0,0.0,5195.0,0.0,120403,0.0,0.0,5387.0,1542.0
1951,Sanook Money,facebook,98430.0,268.0,642.0,263.0,354.0,71.0,3676.0,16597.0,120301,0.0,0.0,0.0,0.0
3944,หนีงานไปเที่ยว,facebook,101387.0,1871.0,1172.0,64.0,16.0,1.0,5717.0,9765.0,119993,0.0,0.0,0.0,0.0
2486,armmakeup,instagram,118251.0,0.0,0.0,0.0,0.0,0.0,1527.0,0.0,119778,0.0,0.0,0.0,0.0
4495,ไปกับนัท : Pai kub Nut,instagram,118428.0,0.0,0.0,0.0,0.0,0.0,960.0,0.0,119388,0.0,0.0,0.0,0.0
2040,Ssktmmee,instagram,118783.0,0.0,0.0,0.0,0.0,0.0,454.0,0.0,119237,0.0,0.0,0.0,0.0
1960,Save Thailay,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119048,20442.0,98592.0,14.0,0.0
316,Bliss Out There,facebook,77321.0,2170.0,285.0,36.0,19.0,0.0,9491.0,29657.0,118979,0.0,0.0,0.0,0.0
3213,คลินิกกองทุน,facebook,110547.0,646.0,189.0,1537.0,543.0,22.0,1329.0,4146.0,118959,0.0,0.0,0.0,0.0
4494,ไปกับนัท : Pai kub Nut,facebook,54469.0,1966.0,303.0,14.0,2.0,2.0,19036.0,43116.0,118908,0.0,0.0,0.0,0.0
1022,InsoCondo,facebook,111164.0,1829.0,388.0,87.0,29.0,37.0,3411.0,1774.0,118719,0.0,0.0,0.0,0.0
734,FahFah,youtube,96866.0,0.0,0.0,0.0,0.0,0.0,16616.0,0.0,118710,0.0,0.0,2318.0,2910.0
1510,Motocross Magazine,facebook,97063.0,2055.0,1069.0,90.0,67.0,6.0,3545.0,14617.0,118512,0.0,0.0,0.0,0.0
3566,ปานระพี - it24hr,instagram,115898.0,0.0,0.0,0.0,0.0,0.0,2499.0,0.0,118397,0.0,0.0,0.0,0.0
2377,Why i buy this condo,facebook,107259.0,591.0,334.0,112.0,100.0,4.0,4174.0,5761.0,118335,0.0,0.0,0.0,0.0
2610,greatbiker.com,youtube,101021.0,0.0,0.0,0.0,0.0,0.0,10315.0,0.0,118196,0.0,0.0,3408.0,3452.0
996,I'm Oopaib,instagram,116648.0,0.0,0.0,0.0,0.0,0.0,1537.0,0.0,118185,0.0,0.0,0.0,0.0
3254,คุยเรื่องสมอง By หมอนุ่ม,facebook,87069.0,1358.0,445.0,453.0,567.0,8.0,3026.0,25001.0,117927,0.0,0.0,0.0,0.0
1622,Noyneung Makeup,facebook,93832.0,4934.0,652.0,9810.0,25.0,13.0,3261.0,5196.0,117723,0.0,0.0,0.0,0.0
527,De'Juice Hair Stylist,facebook,113481.0,1174.0,196.0,24.0,12.0,0.0,628.0,2130.0,117645,0.0,0.0,0.0,0.0
3262,จ ะ เ ที่ ย ว ไ ป ไ ห น,instagram,117361.0,0.0,0.0,0.0,0.0,0.0,216.0,0.0,117577,0.0,0.0,0.0,0.0
509,Danny TH,youtube,104653.0,0.0,0.0,0.0,0.0,0.0,9657.0,0.0,117080,0.0,0.0,1287.0,1483.0
1747,Part-time Wanderer,facebook,96703.0,3105.0,322.0,84.0,18.0,6.0,4603.0,11273.0,116114,0.0,0.0,0.0,0.0
2819,notebookspec,youtube,94103.0,0.0,0.0,0.0,0.0,0.0,10949.0,0.0,115788,0.0,0.0,8130.0,2606.0
1432,Mickie,youtube,104671.0,0.0,0.0,0.0,0.0,0.0,5208.0,0.0,114722,0.0,0.0,2854.0,1989.0
2028,Spaceth.co,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114589,27586.0,87001.0,2.0,0.0
156,Asia Food Secrets,youtube,95755.0,0.0,0.0,0.0,0.0,0.0,3385.0,0.0,113511,0.0,0.0,11099.0,3272.0
4048,อร่อยพุง,youtube,95644.0,0.0,0.0,0.0,0.0,0.0,6337.0,0.0,113209,0.0,0.0,7193.0,4035.0
87,AdK ก้องไก่กุ๊กๆ,facebook,87757.0,4925.0,1642.0,6914.0,741.0,341.0,8627.0,2243.0,113190,0.0,0.0,0.0,0.0
828,Frennichapage,facebook,96589.0,2500.0,138.0,136.0,22.0,10.0,4112.0,9534.0,113041,0.0,0.0,0.0,0.0
1162,KengKawiz,facebook,91952.0,11504.0,1686.0,540.0,102.0,12.0,4093.0,2953.0,112842,0.0,0.0,0.0,0.0
3328,ซู่ชิง Jitsupa Chin,facebook,87419.0,3541.0,1322.0,1238.0,31.0,63.0,3924.0,15155.0,112693,0.0,0.0,0.0,0.0
1648,OhBIGz,facebook,41898.0,2285.0,915.0,2228.0,66.0,52.0,63381.0,1422.0,112247,0.0,0.0,0.0,0.0
2118,TMP TV,youtube,100117.0,0.0,0.0,0.0,0.0,0.0,7327.0,0.0,111727,0.0,0.0,445.0,3838.0
485,CreativeKim,youtube,99558.0,0.0,0.0,0.0,0.0,0.0,9475.0,0.0,111571,0.0,0.0,1280.0,1258.0
2757,mamolism,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111302,28789.0,82513.0,0.0,0.0
2196,Thaiware,facebook,75440.0,387.0,1751.0,911.0,138.0,21.0,1896.0,30716.0,111260,0.0,0.0,0.0,0.0
1772,Pink Picha,instagram,109948.0,0.0,0.0,0.0,0.0,0.0,1272.0,0.0,111220,0.0,0.0,0.0,0.0
289,Big Money,facebook,68888.0,1633.0,290.0,494.0,225.0,7.0,512.0,38568.0,110617,0.0,0.0,0.0,0.0
2856,parnchaneejareview,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110084,26606.0,83478.0,0.0,0.0
217,Bacon Time,youtube,99712.0,0.0,0.0,0.0,0.0,0.0,7625.0,0.0,110041,0.0,0.0,1037.0,1667.0
1614,Nonstop Journey,facebook,81421.0,5330.0,1492.0,124.0,7.0,2.0,7165.0,14035.0,109576,0.0,0.0,0.0,0.0
910,Green Ezqelusia,youtube,101529.0,0.0,0.0,0.0,0.0,0.0,5834.0,0.0,109544,0.0,0.0,178.0,2003.0
2943,specphone,youtube,89696.0,0.0,0.0,0.0,0.0,0.0,9134.0,0.0,109250,0.0,0.0,5623.0,4797.0
3598,ผ่าตัดหุ้น,facebook,97826.0,730.0,1110.0,2003.0,660.0,60.0,3752.0,3105.0,109246,0.0,0.0,0.0,0.0
408,Ceemaagain,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109024,40040.0,68984.0,0.0,0.0
130,Antonio Attorney ที่ปรึกษาด้านสินเชื่อ และการเงิน,youtube,88967.0,0.0,0.0,0.0,0.0,0.0,8970.0,0.0,109003,0.0,0.0,7649.0,3417.0
1049,Jane Soraya,facebook,102373.0,1297.0,138.0,134.0,10.0,4.0,1617.0,3400.0,108973,0.0,0.0,0.0,0.0
2657,iiitoei,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108431,51810.0,56621.0,0.0,0.0
192,BEFORE YOU GO,facebook,65634.0,1270.0,457.0,42.0,12.0,2.0,13047.0,27678.0,108142,0.0,0.0,0.0,0.0
535,Dek Jew Small World,youtube,100193.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,107840,0.0,0.0,205.0,7377.0
1184,Kidsoncloud,youtube,65920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107799,0.0,0.0,764.0,41115.0
166,Aum Bellezza,instagram,105178.0,0.0,0.0,0.0,0.0,0.0,2356.0,0.0,107534,0.0,0.0,0.0,0.0
1127,KP ตะลอนแหลก,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107352,33392.0,73960.0,0.0,0.0
4215,เที่ยวแบบมนุษย์เงินเดือน,facebook,87494.0,1710.0,391.0,85.0,19.0,3.0,5413.0,11452.0,106567,0.0,0.0,0.0,0.0
183,Ayla's day off,facebook,38616.0,1939.0,291.0,174.0,10.0,2.0,15834.0,49409.0,106275,0.0,0.0,0.0,0.0
3235,คุณหมอสตอรี่,facebook,88396.0,2165.0,545.0,669.0,112.0,16.0,8212.0,5570.0,105685,0.0,0.0,0.0,0.0
3977,หมอๆ ตะลุยโลก,facebook,83267.0,2637.0,1501.0,320.0,698.0,6.0,5094.0,12156.0,105679,0.0,0.0,0.0,0.0
3142,ขาติดถังหลังติดนม,facebook,49214.0,467.0,751.0,30661.0,116.0,42.0,3392.0,20925.0,105568,0.0,0.0,0.0,0.0
2519,car365 channel,youtube,87046.0,0.0,0.0,0.0,0.0,0.0,10671.0,0.0,105188,0.0,0.0,4473.0,2998.0
1401,Me.Melissa,facebook,93639.0,1805.0,949.0,467.0,3.0,0.0,3575.0,4494.0,104932,0.0,0.0,0.0,0.0
1703,POSADE,youtube,99490.0,0.0,0.0,0.0,0.0,0.0,3618.0,0.0,104469,0.0,0.0,1070.0,291.0
394,Cafe is calling,instagram,103364.0,0.0,0.0,0.0,0.0,0.0,702.0,0.0,104066,0.0,0.0,0.0,0.0
1846,Q Taymee,instagram,101971.0,0.0,0.0,0.0,0.0,0.0,1651.0,0.0,103622,0.0,0.0,0.0,0.0
3510,น้าอ้วนชวนหิว by Wongnai,instagram,103026.0,0.0,0.0,0.0,0.0,0.0,399.0,0.0,103425,0.0,0.0,0.0,0.0
1689,PIMMY TASTY,instagram,102334.0,0.0,0.0,0.0,0.0,0.0,995.0,0.0,103329,0.0,0.0,0.0,0.0
1882,RisibleHD,facebook,31171.0,16361.0,380.0,3911.0,779.0,82.0,48078.0,2512.0,103274,0.0,0.0,0.0,0.0
2535,chino to share,youtube,85503.0,0.0,0.0,0.0,0.0,0.0,9441.0,0.0,103175,0.0,0.0,7698.0,533.0
1657,One day a movie,facebook,33171.0,1509.0,402.0,697.0,573.0,4.0,5264.0,61535.0,103155,0.0,0.0,0.0,0.0
1505,MotoRival,youtube,84786.0,0.0,0.0,0.0,0.0,0.0,12032.0,0.0,102725,0.0,0.0,3792.0,2115.0
4271,เม่าโต้คลื่น,facebook,77053.0,395.0,696.0,4747.0,340.0,61.0,3897.0,15367.0,102556,0.0,0.0,0.0,0.0
4395,แม่ประนอม EAT & Travel Life Style,facebook,94156.0,1336.0,577.0,60.0,43.0,1.0,2786.0,3561.0,102520,0.0,0.0,0.0,0.0
324,Body Hero,facebook,80902.0,3308.0,782.0,826.0,13.0,5.0,2982.0,13664.0,102482,0.0,0.0,0.0,0.0
2204,The Blogker,facebook,96612.0,787.0,271.0,207.0,63.0,22.0,1326.0,3069.0,102357,0.0,0.0,0.0,0.0
4346,เอิ๊ก พีรญา ป้อมอาษา,instagram,100176.0,0.0,0.0,0.0,0.0,0.0,1732.0,0.0,101908,0.0,0.0,0.0,0.0
3636,พีช กชกร ฤทธิ์สมิตชัย,youtube,91031.0,0.0,0.0,0.0,0.0,0.0,6734.0,0.0,101807,0.0,0.0,1924.0,2118.0
2637,huakhai hunk,youtube,83976.0,0.0,0.0,0.0,0.0,0.0,6061.0,0.0,101480,0.0,0.0,10245.0,1198.0
1430,Mickie,instagram,100449.0,0.0,0.0,0.0,0.0,0.0,547.0,0.0,100996,0.0,0.0,0.0,0.0
4281,เรียนภาษาญี่ปุ่นจากข่าวและจุดจุดจุด,facebook,61055.0,1933.0,971.0,1381.0,3096.0,106.0,5785.0,26452.0,100779,0.0,0.0,0.0,0.0
3173,ครัวชั้นสูง - High Zone Kitchen,facebook,83261.0,7805.0,464.0,39.0,4.0,0.0,2908.0,6182.0,100663,0.0,0.0,0.0,0.0
2184,ThaiRacing Official,youtube,92698.0,0.0,0.0,0.0,0.0,0.0,3325.0,0.0,100231,0.0,0.0,1505.0,2703.0
107,All About Living,facebook,97172.0,558.0,345.0,45.0,7.0,6.0,621.0,1418.0,100172,0.0,0.0,0.0,0.0
3643,พี่แว่น,youtube,87594.0,0.0,0.0,0.0,0.0,0.0,5826.0,0.0,100052,0.0,0.0,5724.0,908.0
3031,กบแก้คัน,youtube,88085.0,0.0,0.0,0.0,0.0,0.0,9767.0,0.0,99763,0.0,0.0,86.0,1825.0
3503,น้องนอนในห้องลองเสื้อ,facebook,76519.0,7652.0,227.0,623.0,68.0,1.0,3126.0,11515.0,99731,0.0,0.0,0.0,0.0
1498,Mossster,facebook,90479.0,3957.0,250.0,543.0,13.0,0.0,1219.0,2593.0,99054,0.0,0.0,0.0,0.0
662,English Fit and Firm,youtube,86632.0,0.0,0.0,0.0,0.0,0.0,3724.0,0.0,99047,0.0,0.0,7886.0,805.0
3351,ตามติดชีวิตอินเดีย,facebook,69374.0,1454.0,720.0,16742.0,389.0,8.0,4839.0,5296.0,98822,0.0,0.0,0.0,0.0
3449,นักสิ่งแวดล้อม Environmentalist,facebook,64311.0,1637.0,933.0,2429.0,5948.0,1524.0,2665.0,19344.0,98791,0.0,0.0,0.0,0.0
2011,Solo Journey,facebook,76289.0,3261.0,998.0,153.0,19.0,7.0,6681.0,11107.0,98515,0.0,0.0,0.0,0.0
1250,Let's Eat Thailand กิน/เที่ยว/ที่เดียวครบ,facebook,60336.0,1251.0,963.0,147.0,308.0,6.0,11366.0,23943.0,98320,0.0,0.0,0.0,0.0
1197,Kinjubkinjib - กินจุ๊บกินจิ๊บ,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98026,43779.0,54247.0,0.0,0.0
3228,คิดในใจ,instagram,97615.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,97885,0.0,0.0,0.0,0.0
3527,บันทึกคนขี้เที่ยว,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97862,39815.0,58047.0,0.0,0.0
2952,tAehiRocK,youtube,89850.0,0.0,0.0,0.0,0.0,0.0,5136.0,0.0,97698,0.0,0.0,30.0,2682.0
3083,กินอยู่ดีโดยหมอนัด,youtube,81431.0,0.0,0.0,0.0,0.0,0.0,4351.0,0.0,97680,0.0,0.0,9746.0,2152.0
1910,Rush,youtube,88179.0,0.0,0.0,0.0,0.0,0.0,7042.0,0.0,97547,0.0,0.0,250.0,2076.0
1596,Newbangkok Condo,facebook,90622.0,662.0,508.0,255.0,77.0,16.0,2541.0,2805.0,97486,0.0,0.0,0.0,0.0
1115,KARNMAY,youtube,92985.0,0.0,0.0,0.0,0.0,0.0,3031.0,0.0,97279,0.0,0.0,641.0,622.0
4297,เรื่องเล่ามาดามคิม,instagram,96244.0,0.0,0.0,0.0,0.0,0.0,934.0,0.0,97178,0.0,0.0,0.0,0.0
75,ANGEL DEATHGAME,youtube,86561.0,0.0,0.0,0.0,0.0,0.0,6631.0,0.0,97034,0.0,0.0,1118.0,2724.0
4252,เภพาเที่ยว,facebook,57801.0,1513.0,1113.0,54.0,10.0,0.0,8027.0,28115.0,96633,0.0,0.0,0.0,0.0
1988,Sir.Mikey,youtube,90012.0,0.0,0.0,0.0,0.0,0.0,2786.0,0.0,96484,0.0,0.0,1101.0,2585.0
1103,Journeyaholic,instagram,96056.0,0.0,0.0,0.0,0.0,0.0,403.0,0.0,96459,0.0,0.0,0.0,0.0
3370,ตุ้ยนุ้ยตะลุยแดก,youtube,83174.0,0.0,0.0,0.0,0.0,0.0,5516.0,0.0,96452,0.0,0.0,6601.0,1161.0
2676,jajatanti,instagram,95306.0,0.0,0.0,0.0,0.0,0.0,978.0,0.0,96284,0.0,0.0,0.0,0.0
1560,NEETTO V.2,youtube,81303.0,0.0,0.0,0.0,0.0,0.0,9139.0,0.0,96275,0.0,0.0,3296.0,2537.0
895,Gongkan,facebook,76190.0,9504.0,378.0,100.0,656.0,7.0,752.0,8478.0,96065,0.0,0.0,0.0,0.0
346,Bounglengame,instagram,94647.0,0.0,0.0,0.0,0.0,0.0,670.0,0.0,95317,0.0,0.0,0.0,0.0
4075,อาจารย์อดัม,youtube,86862.0,0.0,0.0,0.0,0.0,0.0,4119.0,0.0,95153,0.0,0.0,3424.0,748.0
965,Herepaolicious (อร่อยไปกับเฮีย),twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95036,35160.0,59875.0,1.0,0.0
330,Bon Jakobsen,youtube,76457.0,0.0,0.0,0.0,0.0,0.0,11162.0,0.0,94824,0.0,0.0,5684.0,1521.0
2181,ThaiCarLover.com,facebook,81766.0,634.0,1005.0,5244.0,317.0,313.0,2734.0,2565.0,94578,0.0,0.0,0.0,0.0
299,Bim กินแหลกล้างโลก,instagram,92579.0,0.0,0.0,0.0,0.0,0.0,1991.0,0.0,94570,0.0,0.0,0.0,0.0
2265,TooM Style,youtube,81728.0,0.0,0.0,0.0,0.0,0.0,8568.0,0.0,94492,0.0,0.0,3544.0,652.0
4327,เล่นเกมไรดี ข่าวเกมมือถือออนไลน์,facebook,60087.0,1565.0,673.0,393.0,44.0,19.0,13083.0,18604.0,94468,0.0,0.0,0.0,0.0
3576,ป้าแบ็คแพ็ค,facebook,86924.0,2294.0,519.0,40.0,16.0,0.0,3372.0,1167.0,94332,0.0,0.0,0.0,0.0
198,BKKMENU.COM,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94285,46195.0,48090.0,0.0,0.0
814,Freeman Rider,facebook,74724.0,652.0,1092.0,8796.0,450.0,89.0,2879.0,5398.0,94080,0.0,0.0,0.0,0.0
149,Art AirsoftGun,instagram,93269.0,0.0,0.0,0.0,0.0,0.0,742.0,0.0,94011,0.0,0.0,0.0,0.0
2112,THE BACKGROUND - ความเป็นมา-,youtube,74727.0,0.0,0.0,0.0,0.0,0.0,7803.0,0.0,93658,0.0,0.0,7782.0,3346.0
4417,โค้ชพี่ป๊อบ,facebook,66896.0,3858.0,371.0,1133.0,324.0,251.0,14051.0,6742.0,93626,0.0,0.0,0.0,0.0
3745,รีวิวชีวิตเกาหลี,facebook,66925.0,2791.0,671.0,74.0,964.0,3.0,5414.0,16718.0,93560,0.0,0.0,0.0,0.0
1332,MZ Crazy Cars,facebook,79088.0,403.0,1470.0,1143.0,155.0,135.0,5205.0,5853.0,93452,0.0,0.0,0.0,0.0
3109,กินไม่เกิน 100,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93163,35289.0,57874.0,0.0,0.0
940,Happy50+ สโมสรคนวัยเก๋า,facebook,82203.0,981.0,333.0,259.0,38.0,0.0,4168.0,5004.0,92986,0.0,0.0,0.0,0.0
2252,Thisisgame Mobile,facebook,75777.0,831.0,750.0,471.0,444.0,20.0,2901.0,11704.0,92898,0.0,0.0,0.0,0.0
3543,บ้านอาชีพกู๋เล็ก,youtube,81883.0,0.0,0.0,0.0,0.0,0.0,2602.0,0.0,92870,0.0,0.0,6378.0,2007.0
1480,Momybowy Beauty,facebook,61838.0,2154.0,2355.0,752.0,75.0,3.0,10248.0,14890.0,92315,0.0,0.0,0.0,0.0
3694,มั่วหุ้น : การวิเคราะห์หุ้นมั่วๆ,facebook,61671.0,817.0,963.0,15467.0,1583.0,675.0,5161.0,5971.0,92308,0.0,0.0,0.0,0.0
384,CHERRYMAN,youtube,76572.0,0.0,0.0,0.0,0.0,0.0,10650.0,0.0,92196,0.0,0.0,2506.0,2468.0
1748,Patiiz PTZ,youtube,86680.0,0.0,0.0,0.0,0.0,0.0,3328.0,0.0,92128,0.0,0.0,1502.0,618.0
811,Fossil World,facebook,65361.0,2335.0,2720.0,224.0,83.0,0.0,1087.0,20297.0,92107,0.0,0.0,0.0,0.0
