,account_name,channel,like,love,wow,haha,sad,angry,comment,share,engagement,favorite,retweet,share_on_facebook,dislike
3297,ชะโงกทัวร์ออนไลน์,facebook,733272.0,6146.0,4785.0,3786.0,555.0,816.0,23726.0,18520.0,791606,0.0,0.0,0.0,0.0
2366,Weartoworkstyle,instagram,783105.0,0.0,0.0,0.0,0.0,0.0,6055.0,0.0,789160,0.0,0.0,0.0,0.0
1569,Naefit,instagram,780024.0,0.0,0.0,0.0,0.0,0.0,4574.0,0.0,784598,0.0,0.0,0.0,0.0
1864,Readme.me - ไทย,facebook,556484.0,9458.0,4276.0,134.0,38.0,8.0,59769.0,153029.0,783196,0.0,0.0,0.0,0.0
2832,on_lyy13,instagram,747501.0,0.0,0.0,0.0,0.0,0.0,34573.0,0.0,782074,0.0,0.0,0.0,0.0
1196,Kinjubkinjib - กินจุ๊บกินจิ๊บ,instagram,777949.0,0.0,0.0,0.0,0.0,0.0,3950.0,0.0,781899,0.0,0.0,0.0,0.0
3309,ชีวิตติดรีวิว,instagram,773496.0,0.0,0.0,0.0,0.0,0.0,4274.0,0.0,777770,0.0,0.0,0.0,0.0
3044,กับข้าวกับตา,facebook,676390.0,12349.0,3212.0,3832.0,255.0,627.0,12755.0,66042.0,775462,0.0,0.0,0.0,0.0
804,Foodyoucaneat เรากินได้ คุณก็กินได้,facebook,660463.0,12078.0,3574.0,1099.0,225.0,37.0,35264.0,62554.0,775294,0.0,0.0,0.0,0.0
3130,ของขวัญ วศินี สิทธิวรพงศ์,instagram,767104.0,0.0,0.0,0.0,0.0,0.0,7536.0,0.0,774640,0.0,0.0,0.0,0.0
2811,nnewys,instagram,772822.0,0.0,0.0,0.0,0.0,0.0,1408.0,0.0,774230,0.0,0.0,0.0,0.0
3116,กูผิดอัลไล,instagram,770777.0,0.0,0.0,0.0,0.0,0.0,3443.0,0.0,774220,0.0,0.0,0.0,0.0
1177,Khwankhong,facebook,699025.0,9491.0,1449.0,581.0,131.0,49.0,12731.0,49395.0,772852,0.0,0.0,0.0,0.0
2023,Sp Saypan,instagram,763040.0,0.0,0.0,0.0,0.0,0.0,6864.0,0.0,769904,0.0,0.0,0.0,0.0
3158,คนวิจารณ์หนังไม่เป็น,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,769412,185211.0,584201.0,0.0,0.0
771,Fit Kab Dao,youtube,645062.0,0.0,0.0,0.0,0.0,0.0,11840.0,0.0,767282,0.0,0.0,100562.0,9818.0
1936,SVIT,facebook,617208.0,30326.0,1625.0,25046.0,589.0,171.0,73580.0,15556.0,764101,0.0,0.0,0.0,0.0
3302,ชิลดี,facebook,581039.0,13111.0,5515.0,27051.0,376.0,23.0,41544.0,94576.0,763235,0.0,0.0,0.0,0.0
312,BlacklistSecret,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,758189,237307.0,520882.0,0.0,0.0
1443,MindaRyn,instagram,753649.0,0.0,0.0,0.0,0.0,0.0,3658.0,0.0,757307,0.0,0.0,0.0,0.0
3458,นางพญาปลวก,facebook,687409.0,32702.0,3029.0,2727.0,243.0,105.0,16029.0,14600.0,756844,0.0,0.0,0.0,0.0
1075,Jediyuth.com,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,754468,121331.0,633137.0,0.0,0.0
3886,สองเท้าเกาโลก  I  Stay Alivez,facebook,620932.0,20421.0,9689.0,142.0,65.0,4.0,25958.0,72218.0,749429,0.0,0.0,0.0,0.0
706,FEONALITA,facebook,657522.0,28139.0,7822.0,6636.0,1185.0,46.0,26654.0,20852.0,748856,0.0,0.0,0.0,0.0
1758,Pearypie: Make-up Artist/Theatrical Artist,facebook,611652.0,63071.0,3732.0,665.0,5853.0,43.0,7886.0,52661.0,745563,0.0,0.0,0.0,0.0
534,Dek Jew Small World,instagram,738770.0,0.0,0.0,0.0,0.0,0.0,4320.0,0.0,743090,0.0,0.0,0.0,0.0
2029,Spin9,facebook,616182.0,10729.0,8798.0,3203.0,727.0,787.0,21139.0,81522.0,743087,0.0,0.0,0.0,0.0
2874,pimpyrada,instagram,739023.0,0.0,0.0,0.0,0.0,0.0,2064.0,0.0,741087,0.0,0.0,0.0,0.0
46,9carthai.fc,facebook,660395.0,5924.0,9080.0,9067.0,2814.0,2543.0,18176.0,31742.0,739741,0.0,0.0,0.0,0.0
1500,Moto Story,facebook,642836.0,12053.0,4594.0,37284.0,1389.0,242.0,18175.0,20907.0,737480,0.0,0.0,0.0,0.0
2552,djpetjah channel,youtube,696292.0,0.0,0.0,0.0,0.0,0.0,19175.0,0.0,737333,0.0,0.0,5998.0,15868.0
3765,รีวิวไม่หยุด,instagram,732924.0,0.0,0.0,0.0,0.0,0.0,2849.0,0.0,735773,0.0,0.0,0.0,0.0
2961,teamgarrymoviethai (ลุงพี),youtube,669306.0,0.0,0.0,0.0,0.0,0.0,56261.0,0.0,734548,0.0,0.0,1973.0,7008.0
2273,Train Hard Look Hot by Nattie,instagram,724638.0,0.0,0.0,0.0,0.0,0.0,9285.0,0.0,733923,0.0,0.0,0.0,0.0
801,Foodie Munchies,instagram,730468.0,0.0,0.0,0.0,0.0,0.0,2292.0,0.0,732760,0.0,0.0,0.0,0.0
313,Blackshuffle,facebook,433864.0,66838.0,1878.0,90920.0,3727.0,3350.0,79983.0,46631.0,727191,0.0,0.0,0.0,0.0
3072,กินกับนอน by PPowder,facebook,460427.0,8381.0,3876.0,284.0,74.0,14.0,34706.0,217955.0,725717,0.0,0.0,0.0,0.0
1114,KARNMAY,instagram,724229.0,0.0,0.0,0.0,0.0,0.0,777.0,0.0,725006,0.0,0.0,0.0,0.0
278,Bestie Wanderer - คู่ซี้ตะลอนโลก,facebook,381366.0,10542.0,4713.0,765.0,82.0,14.0,111284.0,214722.0,723488,0.0,0.0,0.0,0.0
3387,ตู้ซ่อนหมี,youtube,586015.0,0.0,0.0,0.0,0.0,0.0,124620.0,0.0,722758,0.0,0.0,5464.0,6659.0
2927,seburan,instagram,718642.0,0.0,0.0,0.0,0.0,0.0,2564.0,0.0,721206,0.0,0.0,0.0,0.0
261,Beauty Mouthsy,facebook,626813.0,17848.0,5117.0,5448.0,148.0,188.0,38751.0,26790.0,721103,0.0,0.0,0.0,0.0
2533,chino to share,instagram,708896.0,0.0,0.0,0.0,0.0,0.0,12100.0,0.0,720996,0.0,0.0,0.0,0.0
1227,LEEAH,instagram,715208.0,0.0,0.0,0.0,0.0,0.0,5761.0,0.0,720969,0.0,0.0,0.0,0.0
3552,ปรัชญากราฟิกฯ,facebook,327097.0,4467.0,2297.0,124945.0,10551.0,1445.0,28251.0,219921.0,718974,0.0,0.0,0.0,0.0
2326,Vvalentines,facebook,627415.0,20095.0,2746.0,3248.0,415.0,53.0,19925.0,44641.0,718538,0.0,0.0,0.0,0.0
3740,รักคนปั่น,facebook,674276.0,21988.0,3673.0,1065.0,169.0,29.0,8747.0,3700.0,713647,0.0,0.0,0.0,0.0
2235,The101.world,facebook,445386.0,20920.0,1076.0,3773.0,5470.0,1531.0,16840.0,218279.0,713275,0.0,0.0,0.0,0.0
708,FEONALITA,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,711886,119503.0,592382.0,1.0,0.0
3675,มด ดวงกมล ถิระวัฒน์,instagram,701403.0,0.0,0.0,0.0,0.0,0.0,9619.0,0.0,711022,0.0,0.0,0.0,0.0
786,Florence room,facebook,591554.0,47934.0,4320.0,1319.0,349.0,21.0,53463.0,11188.0,710148,0.0,0.0,0.0,0.0
2848,pangfuufuu,instagram,692622.0,0.0,0.0,0.0,0.0,0.0,15492.0,0.0,708114,0.0,0.0,0.0,0.0
2105,TDKeane,facebook,539497.0,16521.0,3177.0,10729.0,1476.0,211.0,128117.0,7887.0,707615,0.0,0.0,0.0,0.0
1384,MassAutoCar,facebook,649930.0,5184.0,4063.0,1547.0,557.0,381.0,17431.0,28475.0,707568,0.0,0.0,0.0,0.0
2635,huakhai hunk,facebook,626177.0,26247.0,5666.0,7624.0,136.0,38.0,18827.0,21702.0,706417,0.0,0.0,0.0,0.0
710,FIFA TarGrean,youtube,647222.0,0.0,0.0,0.0,0.0,0.0,43711.0,0.0,704428,0.0,0.0,2316.0,11179.0
1224,LAZY COUP : เที่ยวเป็นคู่,facebook,422664.0,14559.0,3562.0,2460.0,47.0,19.0,71308.0,187709.0,702328,0.0,0.0,0.0,0.0
2680,jaytherabbitofficial,instagram,692034.0,0.0,0.0,0.0,0.0,0.0,7701.0,0.0,699735,0.0,0.0,0.0,0.0
4464,โอ หงิด,youtube,625978.0,0.0,0.0,0.0,0.0,0.0,27857.0,0.0,698493,0.0,0.0,347.0,44311.0
196,BKKMENU.COM,facebook,464653.0,9189.0,1878.0,333.0,59.0,28.0,45352.0,176195.0,697687,0.0,0.0,0.0,0.0
345,Bounglengame,facebook,370624.0,29815.0,2993.0,54461.0,2984.0,222.0,214569.0,20651.0,696319,0.0,0.0,0.0,0.0
532,Dek Jew Chill Out,facebook,569704.0,73409.0,4823.0,9692.0,1903.0,1534.0,19626.0,14458.0,695149,0.0,0.0,0.0,0.0
245,Beam Sareeda,instagram,692848.0,0.0,0.0,0.0,0.0,0.0,1924.0,0.0,694772,0.0,0.0,0.0,0.0
2836,oporcony,youtube,628223.0,0.0,0.0,0.0,0.0,0.0,52789.0,0.0,694285,0.0,0.0,443.0,12830.0
2150,TaxBugnoms,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,692690,158896.0,533793.0,1.0,0.0
4046,อร่อยนัวร์ [Aroy N],youtube,562147.0,0.0,0.0,0.0,0.0,0.0,110588.0,0.0,692165,0.0,0.0,4777.0,14653.0
4151,เค้าเรียกผมว่าแมว,youtube,607045.0,0.0,0.0,0.0,0.0,0.0,62344.0,0.0,689288,0.0,0.0,10954.0,8945.0
3747,รีวิวมนุษย์ผิวแห้ง,facebook,548139.0,6329.0,1091.0,943.0,259.0,38.0,23959.0,107748.0,688506,0.0,0.0,0.0,0.0
878,Glitterxmatter,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,688151,152662.0,535488.0,1.0,0.0
3070,กิน@หาดใหญ่,facebook,413369.0,7157.0,4409.0,316.0,239.0,33.0,103542.0,158500.0,687565,0.0,0.0,0.0,0.0
1172,Khajochi's Blog,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,685466,111961.0,573503.0,2.0,0.0
4147,เคมีฟิสิกส์ของสิ่งทอ อาหาร และของรอบตัว,facebook,459758.0,12281.0,7688.0,26189.0,4032.0,806.0,35959.0,137228.0,683941,0.0,0.0,0.0,0.0
1860,ReReef,facebook,394244.0,32281.0,7337.0,4045.0,86593.0,12645.0,16623.0,129813.0,683581,0.0,0.0,0.0,0.0
1790,PlayUlti.com - คนเล่นเกมนอก,facebook,453396.0,14123.0,5829.0,43456.0,1852.0,387.0,33641.0,129718.0,682402,0.0,0.0,0.0,0.0
578,Dr.V Channel,youtube,533816.0,0.0,0.0,0.0,0.0,0.0,59271.0,0.0,678974,0.0,0.0,76897.0,8990.0
2429,Yoyoyo Channel,youtube,630475.0,0.0,0.0,0.0,0.0,0.0,29010.0,0.0,677683,0.0,0.0,1373.0,16825.0
2908,rayyingray,instagram,667936.0,0.0,0.0,0.0,0.0,0.0,8091.0,0.0,676027,0.0,0.0,0.0,0.0
3808,ล้ำหน้าโชว์ / Tech Offside,facebook,583286.0,4876.0,7249.0,10122.0,646.0,365.0,19141.0,49918.0,675603,0.0,0.0,0.0,0.0
3320,ช่างภาพชื่อดังฐานะร่ำรวย,facebook,389714.0,8529.0,6661.0,96789.0,3047.0,139.0,24550.0,143561.0,672990,0.0,0.0,0.0,0.0
3433,"นักกล้าม10,000cal",facebook,624265.0,6758.0,4103.0,14158.0,361.0,473.0,7109.0,14457.0,671684,0.0,0.0,0.0,0.0
3318,ชูวิทย์ กมลวิศิษฎ์,facebook,503506.0,3800.0,3582.0,45559.0,3027.0,10151.0,62640.0,38784.0,671049,0.0,0.0,0.0,0.0
1466,Mo-emag,facebook,544583.0,10091.0,8100.0,10560.0,316.0,527.0,15037.0,80152.0,669366,0.0,0.0,0.0,0.0
2705,juunep,instagram,666651.0,0.0,0.0,0.0,0.0,0.0,1266.0,0.0,667917,0.0,0.0,0.0,0.0
4250,เฟื่องลดา,youtube,572534.0,0.0,0.0,0.0,0.0,0.0,46117.0,0.0,667719,0.0,0.0,35837.0,13231.0
2116,THISKK,instagram,665714.0,0.0,0.0,0.0,0.0,0.0,1340.0,0.0,667054,0.0,0.0,0.0,0.0
2655,iceirin,instagram,659368.0,0.0,0.0,0.0,0.0,0.0,6864.0,0.0,666232,0.0,0.0,0.0,0.0
3300,ชาลี,facebook,447710.0,16603.0,2626.0,166.0,123.0,3.0,37807.0,161026.0,666064,0.0,0.0,0.0,0.0
3014,wisut,instagram,663621.0,0.0,0.0,0.0,0.0,0.0,2442.0,0.0,666063,0.0,0.0,0.0,0.0
3655,พ่อลูกอ่อนนอนน้อย,facebook,372973.0,6678.0,660.0,159344.0,704.0,116.0,32954.0,91970.0,665399,0.0,0.0,0.0,0.0
1572,NaklasLIVE,youtube,618894.0,0.0,0.0,0.0,0.0,0.0,32304.0,0.0,664772,0.0,0.0,3812.0,9762.0
2632,home.co.th,facebook,576208.0,8532.0,2255.0,730.0,417.0,285.0,14806.0,60394.0,663627,0.0,0.0,0.0,0.0
2233,The snack,instagram,660596.0,0.0,0.0,0.0,0.0,0.0,2433.0,0.0,663029,0.0,0.0,0.0,0.0
586,DroidSans,youtube,548345.0,0.0,0.0,0.0,0.0,0.0,66374.0,0.0,662696,0.0,0.0,28315.0,19662.0
2426,YousayーIX,facebook,469442.0,33128.0,6793.0,87344.0,4665.0,1005.0,24606.0,34188.0,661171,0.0,0.0,0.0,0.0
3558,ปั่นแค่ไหว,facebook,607727.0,18680.0,6097.0,6519.0,627.0,37.0,14134.0,6088.0,659909,0.0,0.0,0.0,0.0
2032,Spin9,youtube,549644.0,0.0,0.0,0.0,0.0,0.0,40635.0,0.0,659902,0.0,0.0,57206.0,12417.0
1073,Jeban.com,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659782,204033.0,455749.0,0.0,0.0
2148,Tasty Easy,facebook,475125.0,6743.0,5252.0,343.0,65.0,63.0,11278.0,160203.0,659072,0.0,0.0,0.0,0.0
4033,อยากเที่ยวก็เที่ยว,facebook,161713.0,5758.0,1937.0,121.0,26.0,9.0,117319.0,371619.0,658502,0.0,0.0,0.0,0.0
2569,englishbykruann,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,657893,225630.0,432263.0,0.0,0.0
1522,MrTeeKung,youtube,598991.0,0.0,0.0,0.0,0.0,0.0,32034.0,0.0,657785,0.0,0.0,830.0,25930.0
244,BeBell,youtube,610978.0,0.0,0.0,0.0,0.0,0.0,32748.0,0.0,655367,0.0,0.0,1303.0,10338.0
3341,ดีกว่ากินดิน Eatdincooking,youtube,557420.0,0.0,0.0,0.0,0.0,0.0,22944.0,0.0,653786,0.0,0.0,48240.0,25182.0
2311,VIPS Station,youtube,614435.0,0.0,0.0,0.0,0.0,0.0,22202.0,0.0,652799,0.0,0.0,9943.0,6219.0
2322,Vivienne Wonder,facebook,377935.0,9654.0,1456.0,245.0,63.0,11.0,42008.0,221260.0,652632,0.0,0.0,0.0,0.0
1255,Life of Cars Bkk - ตามติดชีวิต 4 ล้อ,youtube,580687.0,0.0,0.0,0.0,0.0,0.0,45900.0,0.0,652270,0.0,0.0,11293.0,14390.0
3465,นายอาร์ม,facebook,459635.0,6476.0,4699.0,94106.0,4538.0,670.0,15125.0,66793.0,652042,0.0,0.0,0.0,0.0
3045,กับข้าวกับตา,youtube,579858.0,0.0,0.0,0.0,0.0,0.0,17946.0,0.0,650419,0.0,0.0,33848.0,18767.0
1913,RyotaMoisture,instagram,641048.0,0.0,0.0,0.0,0.0,0.0,8462.0,0.0,649510,0.0,0.0,0.0,0.0
1808,Pom_vinij,facebook,538389.0,52135.0,4410.0,983.0,114.0,262.0,19572.0,33235.0,649100,0.0,0.0,0.0,0.0
2045,Startyourway เส้นทางนายตัวเอง,facebook,486511.0,13922.0,2204.0,5954.0,1040.0,309.0,12524.0,125988.0,648452,0.0,0.0,0.0,0.0
1106,Judie TV,facebook,490789.0,47965.0,1960.0,2460.0,197.0,140.0,91305.0,12165.0,646981,0.0,0.0,0.0,0.0
4278,เรียกผมว่ามนุษย์เงินเดือน,facebook,455602.0,2177.0,1996.0,65912.0,6409.0,416.0,31781.0,78759.0,643052,0.0,0.0,0.0,0.0
1870,"Retrostation สถานีสำหรับ ""คนรักเกมส์เก่า""",facebook,401154.0,19763.0,7846.0,57995.0,3679.0,122.0,105565.0,44322.0,640446,0.0,0.0,0.0,0.0
2688,jjjiina,instagram,638760.0,0.0,0.0,0.0,0.0,0.0,1628.0,0.0,640388,0.0,0.0,0.0,0.0
150,Art AirsoftGun,youtube,597120.0,0.0,0.0,0.0,0.0,0.0,30176.0,0.0,640284,0.0,0.0,1616.0,11372.0
1274,Little Monster,youtube,596297.0,0.0,0.0,0.0,0.0,0.0,25777.0,0.0,637301,0.0,0.0,9325.0,5902.0
4277,เราจะผอมไปด้วยกัน by Pitcha,facebook,366069.0,3521.0,635.0,330.0,64.0,25.0,3333.0,263085.0,637062,0.0,0.0,0.0,0.0
4312,เลี้ยงลูกสุดเหวี่ยง,facebook,526145.0,34671.0,1406.0,11880.0,619.0,28.0,26839.0,34916.0,636504,0.0,0.0,0.0,0.0
3948,หนุ่มเมืองจันท์,facebook,493373.0,21112.0,4306.0,37406.0,3106.0,516.0,27860.0,47887.0,635566,0.0,0.0,0.0,0.0
3625,พาเธอไป Journey,facebook,395299.0,7936.0,2247.0,5475.0,134.0,16.0,76480.0,147517.0,635104,0.0,0.0,0.0,0.0
4088,อาร์นาฐา - iimrrizz,facebook,332438.0,5480.0,1072.0,16405.0,516.0,75.0,56844.0,220740.0,633570,0.0,0.0,0.0,0.0
3294,ชะนีพีชชี่ & สตีเฟ่นโอปป้า,facebook,556733.0,40282.0,818.0,13382.0,588.0,44.0,5856.0,12300.0,630003,0.0,0.0,0.0,0.0
2386,Wonderpeach,facebook,584170.0,19208.0,1654.0,2920.0,205.0,37.0,11401.0,10168.0,629763,0.0,0.0,0.0,0.0
3017,wmssn,instagram,627702.0,0.0,0.0,0.0,0.0,0.0,1996.0,0.0,629698,0.0,0.0,0.0,0.0
4371,แป้ง สุอารี ทรรศนกุลพันธ์,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628594,148277.0,480317.0,0.0,0.0
4498,"ไปกินกัน - ""Let's Eat""",instagram,624223.0,0.0,0.0,0.0,0.0,0.0,3299.0,0.0,627522,0.0,0.0,0.0,0.0
1189,Kim Property Live,youtube,507033.0,0.0,0.0,0.0,0.0,0.0,43271.0,0.0,627378,0.0,0.0,64401.0,12673.0
4507,ไปตามรอยหนังด้วยกันมั้ย,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,626922,119358.0,507564.0,0.0,0.0
399,CarDebuts,youtube,515706.0,0.0,0.0,0.0,0.0,0.0,61535.0,0.0,624500,0.0,0.0,30316.0,16943.0
3202,ครูป้อนสอนอิงริช,facebook,381021.0,24498.0,2761.0,3567.0,177.0,108.0,29671.0,182500.0,624303,0.0,0.0,0.0,0.0
2017,SopitChitchat โสภิตชิทแชท,facebook,544209.0,49169.0,4381.0,194.0,72.0,28.0,16864.0,8978.0,623895,0.0,0.0,0.0,0.0
3241,คุณแม่ลูกอ่อน,facebook,395003.0,12058.0,246.0,37753.0,1611.0,12.0,10071.0,164400.0,621154,0.0,0.0,0.0,0.0
1370,Mao-Investor,facebook,494125.0,1946.0,3548.0,51668.0,6197.0,126.0,12788.0,48693.0,619091,0.0,0.0,0.0,0.0
3755,รีวิวเบๆบ้านๆ,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,618557,140262.0,478295.0,0.0,0.0
4386,แมวไข่ต้ม,facebook,238343.0,1671.0,770.0,89667.0,7185.0,110.0,17451.0,262862.0,618059,0.0,0.0,0.0,0.0
3717,มูมมาม,instagram,612496.0,0.0,0.0,0.0,0.0,0.0,5465.0,0.0,617961,0.0,0.0,0.0,0.0
3942,หนังโปรดของข้าพเจ้า,facebook,461520.0,16947.0,2537.0,6940.0,1830.0,81.0,26811.0,101198.0,617864,0.0,0.0,0.0,0.0
3780,ลงทุนแมน,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,616462,162886.0,453573.0,3.0,0.0
1717,PaiNaiDii,facebook,444559.0,2522.0,7401.0,124.0,131.0,7.0,17873.0,143746.0,616363,0.0,0.0,0.0,0.0
2674,isilindilz,facebook,428053.0,67655.0,1314.0,19222.0,599.0,146.0,78227.0,20719.0,615935,0.0,0.0,0.0,0.0
4082,อาตี๋ รีวิว,facebook,352245.0,8046.0,3467.0,2156.0,720.0,202.0,42174.0,206656.0,615666,0.0,0.0,0.0,0.0
18,24Hours'Story,facebook,201917.0,18545.0,804.0,8272.0,1649.0,123.0,46375.0,334028.0,611713,0.0,0.0,0.0,0.0
595,Dujdow,instagram,607164.0,0.0,0.0,0.0,0.0,0.0,4013.0,0.0,611177,0.0,0.0,0.0,0.0
1553,N Join Play,facebook,433823.0,11074.0,3420.0,30332.0,471.0,234.0,88177.0,43341.0,610872,0.0,0.0,0.0,0.0
1623,Noyneung Makeup,instagram,607154.0,0.0,0.0,0.0,0.0,0.0,3365.0,0.0,610519,0.0,0.0,0.0,0.0
470,Cookie and the gang,facebook,422489.0,35514.0,1226.0,111958.0,380.0,7.0,12893.0,25270.0,609737,0.0,0.0,0.0,0.0
4273,เม้าท์มอยเกาหลี,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,609404,120520.0,488884.0,0.0,0.0
3548,ประกิต สิริวัฒนเกตุ,facebook,468316.0,41062.0,2031.0,7882.0,1565.0,1199.0,59372.0,27639.0,609066,0.0,0.0,0.0,0.0
2299,Uke-Uke,youtube,548362.0,0.0,0.0,0.0,0.0,0.0,34802.0,0.0,606676,0.0,0.0,732.0,22780.0
1277,Littlefahsai,twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,603880,204540.0,399338.0,2.0,0.0
1262,LightKira Channel,youtube,571400.0,0.0,0.0,0.0,0.0,0.0,18764.0,0.0,601844,0.0,0.0,2034.0,9646.0
1234,Lakoi Dota2,facebook,277903.0,17305.0,23670.0,130912.0,1749.0,390.0,41254.0,107734.0,600917,0.0,0.0,0.0,0.0
626,Eat & Shout พี่เชาท์พากินพาเที่ยว,facebook,444368.0,7829.0,7529.0,3521.0,225.0,61.0,29341.0,107238.0,600112,0.0,0.0,0.0,0.0
3064,กิต งายย,instagram,594068.0,0.0,0.0,0.0,0.0,0.0,4151.0,0.0,598219,0.0,0.0,0.0,0.0
1506,MotoWish,facebook,568000.0,7320.0,3521.0,856.0,456.0,64.0,5777.0,12225.0,598219,0.0,0.0,0.0,0.0
2475,ann.manas,instagram,589507.0,0.0,0.0,0.0,0.0,0.0,6035.0,0.0,595542,0.0,0.0,0.0,0.0
2131,Tagple,youtube,529215.0,0.0,0.0,0.0,0.0,0.0,29041.0,0.0,595356,0.0,0.0,19283.0,17817.0
64,AD-AOF TV,facebook,176419.0,12634.0,1939.0,12096.0,961.0,683.0,378873.0,11564.0,595169,0.0,0.0,0.0,0.0
1709,PRAEW,instagram,586489.0,0.0,0.0,0.0,0.0,0.0,6340.0,0.0,592829,0.0,0.0,0.0,0.0
2774,mini.note,instagram,588292.0,0.0,0.0,0.0,0.0,0.0,1155.0,0.0,589447,0.0,0.0,0.0,0.0
3448,นักวิ่งกากๆ,facebook,380552.0,6397.0,15850.0,91970.0,7852.0,1330.0,69584.0,14413.0,587948,0.0,0.0,0.0,0.0
157,Attack All Around,facebook,506301.0,33063.0,2043.0,1999.0,1207.0,62.0,11323.0,31779.0,587777,0.0,0.0,0.0,0.0
4459,โลกไอทีวันนี้,facebook,398681.0,4487.0,10547.0,18262.0,1070.0,224.0,52236.0,100047.0,585554,0.0,0.0,0.0,0.0
1586,Ndmikkiholic - beauty & surgery,facebook,476183.0,25883.0,600.0,454.0,308.0,165.0,13291.0,66918.0,583802,0.0,0.0,0.0,0.0
4089,อาร์มฮิปนอส เอฟเอฟ🇹🇭,youtube,524059.0,0.0,0.0,0.0,0.0,0.0,35030.0,0.0,583002,0.0,0.0,5358.0,18555.0
3482,นีน่า แพรวเพชร กาญจน์เกียรติกุล,instagram,577695.0,0.0,0.0,0.0,0.0,0.0,4687.0,0.0,582382,0.0,0.0,0.0,0.0
1376,Marumura,facebook,440834.0,15719.0,8850.0,7762.0,9818.0,177.0,20596.0,77061.0,580817,0.0,0.0,0.0,0.0
2543,dadearrrr,instagram,575413.0,0.0,0.0,0.0,0.0,0.0,3870.0,0.0,579283,0.0,0.0,0.0,0.0
1404,Megamaxx Journey,facebook,361708.0,32772.0,1728.0,1640.0,228.0,16.0,45737.0,135257.0,579086,0.0,0.0,0.0,0.0
108,All by On'oum,facebook,498290.0,50166.0,455.0,9188.0,272.0,259.0,7677.0,9794.0,576101,0.0,0.0,0.0,0.0
1732,Palapilii Thailand,facebook,455759.0,10187.0,3563.0,3853.0,3258.0,168.0,36746.0,62464.0,575998,0.0,0.0,0.0,0.0
338,BoomTharis,instagram,572918.0,0.0,0.0,0.0,0.0,0.0,2405.0,0.0,575323,0.0,0.0,0.0,0.0
3990,หมึกเหลือง,facebook,400284.0,5997.0,1473.0,112649.0,1917.0,1459.0,18906.0,32531.0,575216,0.0,0.0,0.0,0.0
3205,ครูพี่หมี ติวภาษาอังกฤษ,facebook,285006.0,10944.0,427.0,206.0,86.0,55.0,63163.0,213084.0,572971,0.0,0.0,0.0,0.0
2531,cherry_missfitness,instagram,562412.0,0.0,0.0,0.0,0.0,0.0,9899.0,0.0,572311,0.0,0.0,0.0,0.0
304,Bivoyage - ใบบันทึกเดินทาง,facebook,492844.0,34219.0,1668.0,365.0,43.0,61.0,10414.0,32188.0,571802,0.0,0.0,0.0,0.0
2841,paapaii พาไปดอทคอม,facebook,437090.0,5927.0,2381.0,557.0,688.0,16.0,38194.0,86549.0,571402,0.0,0.0,0.0,0.0
797,Foodbymay,instagram,567636.0,0.0,0.0,0.0,0.0,0.0,3673.0,0.0,571309,0.0,0.0,0.0,0.0
147,Around Me,facebook,444435.0,29668.0,1090.0,269.0,2138.0,61.0,11832.0,81410.0,570903,0.0,0.0,0.0,0.0
4492,ไปกันนะ : Pai Gun Na,instagram,564025.0,0.0,0.0,0.0,0.0,0.0,6235.0,0.0,570260,0.0,0.0,0.0,0.0
4442,โบโบ กวนจีน 波波真幸福,facebook,493424.0,16466.0,2690.0,5984.0,214.0,111.0,18518.0,32549.0,569956,0.0,0.0,0.0,0.0
1693,PINTO GAMING,youtube,513307.0,0.0,0.0,0.0,0.0,0.0,30985.0,0.0,569188,0.0,0.0,3179.0,21717.0
2566,engbypfah,instagram,559297.0,0.0,0.0,0.0,0.0,0.0,9531.0,0.0,568828,0.0,0.0,0.0,0.0
1805,Point of View,youtube,501164.0,0.0,0.0,0.0,0.0,0.0,41901.0,0.0,566330,0.0,0.0,14148.0,9117.0
3998,หมูหิว,instagram,563239.0,0.0,0.0,0.0,0.0,0.0,2224.0,0.0,565463,0.0,0.0,0.0,0.0
4267,เมียฝรั่งชนบท ต๊ะ 555,youtube,457256.0,0.0,0.0,0.0,0.0,0.0,93609.0,0.0,564764,0.0,0.0,709.0,13190.0
359,Brinkkty,facebook,519207.0,21064.0,649.0,3101.0,85.0,20.0,5998.0,13644.0,563768,0.0,0.0,0.0,0.0
